Name,Website,Category,Billing Country
Danone - United Kingdom,http://danone.co.uk/,CPG,United Kingdom
Danone - Switzerland,http://danone.com/,CPG,Switzerland
DATAFACTOR GmbH,http://datafactor.de/,Other,Germany
Datamark,http://datamark.net/,Other,United States
DataXu,http://dataxu.com/,Retail,United States
DataXu - USA,http://dataxu.com/,Other,United States
DATEV - Germany,http://datev.com/,Financial Services,Germany
DDB - Poland,http://ddb.pl/,Other,Poland
Ddibi,http://ddibi.es/,Other,Spain
DealDash,http://dealdash.com/,Retail,United States
Dealfind,http://dealfind.com/,CPG,United States
DealGator.com,http://dealgator.com/,Retail,
DEALTAKER.COM,http://dealtaker.com/,Retail,United States
Dean & DeLuca,http://deandeluca.com/,CPG,United States
Dean Foods,http://deanfoods.com/,CPG,United States
DecisionLinks,http://decisionlinks.com/,Other,
Deep Focus - NYC,http://deep-focus.net/,Other,United States
Deezer - France,http://deezer.com/,Other,France
defacto marketing GmbH - Germany,http://defacto-x.de/,Other,Germany
Degrees.info,http://degreesfinder.com/,Other,United States
Deichmann NL - Netherlands,http://deichmann.com/,Retail,Netherlands
Deichman - PL,http://deichmann.com/,Retail,Poland
Dell Canada,http://dell.ca/,Retail,Canada
Del Taco,http://deltaco.com/,CPG,United States
Delta Dental,http://deltadental.com/,Other,United States
Delticom AG - Germany,http://delti.com/,Retail,Germany
Demandbase,http://demandbase.com/,Other,United States
The DNA Foundation,http://demiandashton.com/,Other,United States
Denkraum Werbedesin - Germany,http://denkraum-werbedesign.com/,Retail,Germany
Denner AG - Switzerland,http://denner.ch/,CPG,Switzerland
Denon,http://denon.com/,Retail,United States
Dentsu - United Kingdom,http://dentsulondon.com/,Other,United Kingdom
Depaul University,http://depaul.edu/,Other,United States
Dermalogica,http://dermalogica.com/,Retail,United States
Desperados,http://desperadosbeer.com/,CPG,Poland
DeTeMedien GmbH - Germany,http://detemedien.de/,Other,Germany
Deutsche Chefaro - Germany,http://deutsche-chefaro.de/,,Germany
Deutsche Post DHL - Germany,https://dpdhl.com/en.html,Financial Services,Germany
Tourismus Verband - Germany,http://deutschertourismusverband.de/,Travel,Germany
DFA,http://dfarecords.com/,CPG,
DFB-Medien GmbH & Co. KG - Germany,http://dfb-medien.de/,Other,Germany
DHL - Austria,http://dhl.at/,Retail,Austria
Diageo,http://diageo.com/es-es/pages/default.aspx,CPG,United States
Diamonds International,http://diamondsinternational.com/,Retail,United States
Diapers.com,http://diapers.com/,Retail,United States
Dickies,http://dickies.com/,Retail,United States
Dick's Sporting Goods Stores,http://dickssportinggoods.com/,Retail,United States
Dieste,http://dieste.com/,Other,United States
DIGIDIS SPAIN,http://digidis.net/,Other,Spain
Digi-Key Corporation,http://digikey.com/,Retail,United States
Digilant,http://digilant.com/,Other,United States
Digital Dialog - United Kingdom,http://digitaldialog.co.uk/,Other,United Kingdom
Digital Focus,http://digitalfocus.net/,Other,United States
Digital Performance GmbH - Germany,http://digitalperformance.de/,Other,Germany
Digital Pulp,http://digitalpulp.com/,Other,United States
Digital River,http://digitalriver.com/,Financial Services,United States
Digital Value,http://digitalvalue.fr/,Other,France
Digitas Inc.,http://digitaslbi.com/,Other,United States
LBI,http://digitaslbi.com/,Other,United States
LBi S.r.l. - Italy,http://digitaslbi.com/it/,Other,Italy
Digitouch - Turkey,http://digitouch.com.tr/,Other,Turkey
dimensional GmbH - Germany,http://dimensional.de/,Other,Germany
Dimestore,http://dimestore.com/,Other,
DOL Srl - Italy,http://dol.it/,CPG,Italy
DISH Network Corporation,http://dish.com/,Other,United States
DISH MEXICO,http://dish.com.mx/,Other,Spain
Dublin Institute of Technology - Ireland,http://dit.ie/,Other,Ireland
Dixons Retail - United Kingdom,http://dixonsretail.com/,Retail,United Kingdom
dmc digital media center GmbH,http://dmc.de/,Other,Germany
DML Media Group,http://dmlmediagroup.com/,Other,United States
Data Marketing Network,http://dnicorp.com/,Other,United States
Dole Food Co.,http://dole.com/,CPG,United States
Dollar Shave Club,http://dollarshaveclub.com/,Retail,United States
Domainsbot,http://domainsbot.com/,Other,United States
Dominion Enterprises,http://dominionenterprises.com/,Other,United States
Domino's Pizza - Ireland,http://dominos.ie/,CPG,Ireland
Domino?s Pizza Germany Ltd - Germany,http://dominos.de/,Retail,Germany
Donna Karan/DKNY,http://donnakaran.com/,Retail,United States
Doremus - NY,http://doremus.com/,Other,United States
Dot & Bo,http://dotandbo.com/,Retail,United States
Parf?merie Douglas GmbH - Germany,https://douglas.de/,Retail,Germany
Dow Chemical Company,http://dow.com/,Other,United States
The Doyle Collection,http://doylecollection.com/,Travel,
DraftFCB - Hungary,http://draftfcb.hu/,Other,Hungary
Drayton Manor Park - United Kingdom,http://draytonmanorhotel.co.uk/,Travel,United Kingdom
Hutchison 3G Austria GmbH - Austria,http://hutchison.com.au/,Retail,Austria
Dress for less GmbH - Germany,http://dress-for-less.com/,Retail,Germany
dress-for-less.de - Germany,http://dress-for-less.de/,Retail,Germany
DRG,http://drg.tv/,Other,
Neuro,http://drinkneuro.com/,CPG,
DR Jays.com - United States of America,http://drjays.com/,Retail,United States
DRL Limited - United Kingdom,http://drllimited.co.uk/,Retail,United Kingdom
Dr. Schaer - Germany,http://schaer.com/,Other,Germany
Dr. Scholl's Footwear,http://drschollsshoes.com/,Retail,United States
DS - Italy,http://dsitaly.com/,Other,Italy
DSW Shoe Warehouse,http://dsw.com/,Retail,United States
DTE Energy,https://www2.dteenergy.com/wps/portal/DTEHome/!ut/p/b1/04_Sj9CPykssy0xPLMnMz0vMAfGjzOKNLXz8wkxD_QN9PA1NDTzNnQycvbzMDA0MDIEKIoEKDHAARwNC-sP1o8BK8Jjg55Gfm6pfkBthoOuoqAgAFA3Zfg!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,Other,
Dubliner Cheese - Ireland,http://dublinercheese.ie/,CPG,Ireland
Duncan Lawrie - United Kingdom,http://duncanlawrie.com/,Financial Services,United Kingdom
Dunkin' Donuts,http://dunkindonuts.com/,Retail,United States
DW-Shop - Germany,http://dw-shop.de/,Retail,Germany
DWA Media - United Kingdom,http://dwamedia.com/,Other,United Kingdom
Dymo,http://dymo.com/,Retail,United States
Dyson - United Kingdom,http://dyson.co.uk/,Retail,United Kingdom
DZ Bank - Germany,http://dzbank.com/,Financial Services,Germany
E-scape Interactive Limited - United Kingdom,http://e-scape.co.uk/,Other,United Kingdom
e-storm,http://e-storm.com/,Other,United States
e-Viral - Guatemala,http://e-viral.com/,Other,Guatemala
E wie Einfach - Germany,http://e-wie-einfach.de/,Retail,Germany
Electronic Arts - Germany,http://ea.com/,Other,Germany
EarthQuake Media,http://earthquakemedia.com/,Other,United States
East Coast Trains,http://eastcoast.co.uk/,Travel,United Kingdom
Eastern Bank,http://easternbank.com/,Financial Services,United States
APCO - EasyCare,http://easycare.com/,Auto,United States
Easy Flirt - France,http://easyflirtfrance.com/,Other,France
Easy Rencontre - France,http://easyrencontre.fr/,Other,France
Easyvoyage - France,http://easyvoyage.com/,Travel,France
Eaton Corporation,http://eaton.com/,Other,United States
Eaton Vance,http://eatonvance.com/,Financial Services,United States
E.B. Lane,http://eblane.com/,Other,United States
EB Lane,http://eblane.com/,Other,United States
ebookers.de - Germany,http://ebookers.de/,Travel,Germany
eBuddy BV - Netherlands,http://ebuddy.com/,Other,Netherlands
eBureau,http://ebureau.com/,Other,
Education Corporation of America,http://ecacolleges.com/,Other,United States
eCampus,http://ecampus.com/,Retail,United States
eChoice,http://echoice.com/,Auto,United States
Eclipse Cloud Internet,http://eclipse.net.uk/,Other,United Kingdom
eCommerce Factory AG,http://ecommercefactory.co.uk/,Retail,Germany
The Economist - United Kingdom,http://economist.com/,Other,United Kingdom
The Economist Group,http://economistgroup.com/,Other,
East Coast Yacht Sales,http://ecys.com/,Other,
Affinitas GmbH (edarling) - Germany,http://edarling.de/,Other,Germany
eDarling.at - Germany,http://edarling.de/,Other,Germany
Edison - Italy,http://edison.it/,Other,Italy
Education First,http://education-first.com/,Other,United States
Education Connection,http://educationconnection.org/,Other,United States
EFG - Germany,http://efg-berlin.de/,Other,Germany
eGENTIC GmbH - Germany,http://egentic.com/,Other,Germany
Egg to Apples,http://eggtoapples.com/,Other,United States
EGMONT MeidaSolutions - Germany,http://egmont-mediasolutions.de/,Other,Germany
e-informa - Spain,http://einforma.com/,Other,Spain
Romina Eiszeitquell - Germany,http://eiszeitquell.de/,CPG,Germany
El Laboratorio Spain,http://el-laboratorio.es/,Other,Spain
El Corte Ingles - Spain,http://elcorteingles.es/,Retail,Spain
elitepartner - Germany,http://elitepartner.de/,Other,Germany
eLoan,http://eloan.com/,Financial Services,United States
Eloqua,http://eloqua.com/,Other,United States
EmailFinder.com,http://emailfinder.com/,Other,
EmblemHealth,http://emblemhealth.com/,Financial Services,United States
EMC,http://emc.com/,Other,United States
Emesa Deutschland GmbH & Co. KG,http://emesa.nl/de/,Travel,Germany
Elmhurst Memorial Hospital,http://emhc.org/,Other,United States
Emilia Lay - Germany,http://emilialay.com/,Retail,Germany
Emirates Airlines,http://emirates.com/,Travel,United States
Empire Today,http://empiretoday.com/,Retail,United States
Enchere VIP - France,http://encherevip.fr/,Retail,France
Endeavor Acquisition Corporation,http://endeavoracquisitions.com/,Financial Services,United States
Endesa - Spain,http://endesa.com/,Other,Spain
Enel - Italy,http://enel.com/,Other,Italy
Energizer - Spain,http://energizer.eu/sp/sp/,Retail,Spain
Engage,http://engage.org/,Other,United States
Rosen + Brichta,http://rosenbrichta.com/about/,Other,United States
Entergy,http://entergy.com/,Financial Services,
EOL Group GmbH - Germany,http://eol.de/,Other,Germany
EON - Germany,http://eon.com/de.html,Retail,Germany
ePost - Germany,http://deutschepost.de/,Other,Germany
Epson America Inc.,http://epson.com/,Retail,United States
EPSON Deutschland GmbH - Germany,http://epson.de/,Retail,Germany
Equaero - France,http://equaero.com/,Retail,France
Equinix United Kingdom,http://equinix.com/,Other,United Kingdom
Equinox,http://equinox.com/,Other,United States
Equity Lifestyle,http://equitylifestyle.com/,Retail,
Ernsting?s family - Germany,http://ernstings-family.de/,Retail,Germany
EROSKI - Spain,http://eroski.es/,CPG,Spain
esc interactive GmbH - Germany,http://escinteractive.com/,Other,Germany
esc mediagroup GmbH - Germany,http://escmediagroup.de/,Other,Germany
Esso - Italy,http://promat-international.com/en/references/esso%20-%20it/,Retail,Italy
etarget - Slovakia,http://etarget.sk/,Other,Slovakia
Ethology,http://ethology.com/,Other,United States
Etoile Media Group - France,http://etoilemedia.com/,Retail,France
etoro.it - Italy,http://etoro.com/,Financial Services,Italy
ETX Capial - United Kingdom,http://etxcapital.co.uk/,Financial Services,United Kingdom
Europcar - Germany,https://europcar.com/,Auto,Germany
Matthews|Evans|Albertazzi,http://measd.com/,Retail,United States
eVariant,http://evariant.com/,Other,United States
Evelin Brand Mode (Evelin-Brandt.de) - Germany,http://evelin-brandt.de/,Retail,Germany
Eventpoint,http://eventpoint.com.pt/,Other,Portugal
EveryScreen Media,http://everyscreenmedia.com/,Other,
Evian - France,http://evian.com/,Travel,France
Evidon,http://evidon.com/,Other,
eVitamins,http://evitamins.com/,CPG,United States
Evolve Online,http://evolve-online.com/,Other,United States
Eway Direct,http://ewaydirect.com/,Other,
Excentus,http://excentus.com/,Auto,United States
Exelution GmbH - Germany,http://exelution.com/,Other,Germany
Exodus - United Kingdom,http://exodus.co.uk/,Travel,United Kingdom
Expatica Communications BV - Netherlands,http://expatica.com/,Other,Netherlands
EXPEDIA SPAIN,http://expedia.es/,Travel,Spain
Experteer gmbh - Italy,http://experteer.it/,Financial Services,Germany
Express Stores,http://express.com/,Retail,United States
Extreme Reach,http://extremereach.com/,Other,United States
Eyebar,http://eyebar.co.za/,Other,
EYE Care Associates,http://eyecareassociatesnc.com/,Retail,
FabCom,http://fabcomlive.com/,Retail,United States
Fairview Health Services,http://fairview.org/,Other,United States
Falcon Waterfree Technologies,http://falconwaterfree.com/,Other,United States
Family Dollar Store,http://familydollar.com/,CPG,United States
Famous Footwear,http://famousfootwear.com/,Retail,United States
Fandango,http://fandango.com/,Other,United States
fashion4home GmbH - Germany,http://fashionforhome.de/,Retail,Germany
Fashion Place,http://fashionplace.com/,Retail,United States
Morhipo - Turkey,http://morhipo.com/,Retail,Turkey
Fastbooking - France,http://fastbooking.com/,Financial Services,France
Fastweb s.p.a. - italy,http://fastweb.it/,Other,
Fazoli's,http://fazolis.com/,Other,United States
DraftFCB - Chicago,http://fcb.com/,Other,United States
DraftFCB - NYC,http://fcb.com/,Other,United States
DRAFT FCB Spain,http://fcb.com/,Other,Spain
FCR.com,http://fcr.com.au/,Financial Services,
Cow and Gate - Ireland,http://feedingforlife.ie/,Other,Ireland
Feed the Children,http://feedthechildren.org/,Other,United States
Ferrara Candy Co.,http://ferrarausa.com/,CPG,United States
Ferrarelle - Italy,http://ferrarelle.it/en/,CPG,Italy
FGV,http://fgv.it/,Retail,
Financescout24 GmbH - Germany,http://financescout24.de/,Financial Services,Germany
Finanzchef24.de,http://finanzchef24.de/,Financial Services,Germany
Findasense - Spain,http://findasense.com/,Other,Spain
Fioulmarket - France,http://fioulmarket.fr/,Retail,France
Firstmark Credit Union,https://firstmarkcu.org/,Financial Services,United States
Fisher Investments Inc.,http://fisherinvestments.com/,Financial Services,United States
FiveFifty Ltd.,http://fivefifty.com/,Retail,United States
FKQ Advertising + Marketing,http://fkq.com/,Other,United States
Fleming's Steak House,http://flemingssteakhouse.com/,Other,United States
FlipKey,http://flipkey.com/,Travel,
Flirtcafe - Germany,http://flirtcafe.de/,Other,Germany
Florsheim.com,http://florsheim.com/,Retail,United States
Flughafen Z?rich AG - Germany,http://m.flughafen-zuerich.ch/,Travel,Germany
Fluid.com,http://fluid.com/,Other,United States
Fluidity,http://fluidity.com/,Retail,United States
Flybridge Capital Partners,http://flybridge.com/,Financial Services,United States
Flyer Defenders,http://flyerdefenders.com/,Other,Argentina
FMC Technologies Inc,http://fmctechnologies.com/,Other,United States
Focus,http://focus.org/,Auto,United States
Fonality,http://fonality.com/,Other,United States
Fond Light - France,http://fondlight.com/,Retail,Hong Kong
Foodbuzz,http://foodbuzz.com/,Other,United States
Food for the Poor,http://foodforthepoor.org/,Other,United States
Food On The Table,http://foodonthetable.com/,Other,United States
Foot Locker,http://footlocker.com/,Retail,United States
Forbes Media,http://forbesmedia.com/,Other,United States
FORCE Communications & Media GmbH - Germany,http://force-agentur.de/,Other,Germany
Force Factor,http://forcefactor.com/,CPG,United States
Fornarina,http://fornarina.com/en-gb/cms/Index/Fornarina/,Retail,Italy
fotokasten GmbH - Germany,http://fotokasten.de/,Retail,Germany
Fotolia,http://fotolia.com/,Other,United States
Foundry 9,http://foundry9.com/,Other,United States
FOX Broadcasting Company,http://fox.com/,Other,United States
KVVU FOX5 (Meredith),http://fox5vegas.com/,Other,United States
.Fox networks - Italy,http://foxnetworks.com/,Other,Italy
Fox networks - AGENTINA,http://foxnetworks.com/,Other,Argentina
Foxwoods,http://foxwoods.com/,Travel,United States
FranceLoisirs - France,http://franceloisirs.com/,Retail,France
Frank Handels GmbH & Co. KG,http://frank-flechtwaren.de/,Retail,Germany
Fraser Communications,http://frasercommunications.com/,Other,United States
Frederick's of Hollywood,http://fredericks.com/,Retail,United States
fredflare.com,http://fredflare.com/,Retail,United States
FreeCreditScore,http://freecreditscore.com/,Financial Services,
Freixenet - Germany,http://freixenet.com/,CPG,Germany
Fressnapf Tiernahrungs GmbH,http://fressnapf.de/,Retail,Germany
Fruit of the Loom,http://fruit.com/,Retail,United States
Fruit2o,http://fruit2o.com/,CPG,United States
Financial Times - United Kingdom,http://ft.com/,Other,United Kingdom
FTI Touristik GmbH - Germany,http://fti.de/,Travel,Germany
Fuel Tech,http://fueltechusa.com/,Retail,United States
Fujifilm AG - Switzerland,https://fuji.ch/,CPG,Switzerland
Fujitsu Technology Solutions GmbH M��_nchen - Germany,http://fujitsu.com/,Other,Germany
Fujitsu - Italy,http://fujitsu.com/it/,Other,
Full Sail University,http://fullsail.edu/,Other,United States
FUNDACION VICENTE FERRER - Spain,http://fundacionvicenteferrer.org/,Other,Spain
fundorado.at - Germany,http://fundorado.de/,Other,Germany
Funimation Entertainment,http://funimation.com/,Other,United States
Fusion92,http://fusion92.com/,Other,United States
Futterhaus.de - Germany,http://futterhaus.de/,Retail,Germany
F+W Media,http://fwmedia.com/,Other,
Forex Club,http://fxclub-global.com/,Financial Services,United States
Forex Capital Markets (FXCM),http://fxcm.com/,Financial Services,United States
FXCM - Germany,http://fxcm.de/,Financial Services,Germany
FX Solutions,http://fxsolutions.com/,Financial Services,United States
G2 Worldwide - NYC,http://g2.com/,Other,United States
G2 Spain,http://g2spain.com/,Other,Spain
Gafisa - Brazil,http://gafisa.com.br/,Other,
Gala Bingo - United Kingdom,http://galabingo.com/,Other,United Kingdom
Gala Interactive - United Kingdom,http://galainteractivelearning.co.uk/,Other,United Kingdom
Galderma Laboratories,http://galdermausa.com/,Other,United States
GALERIA Kaufhof GmbH - Germany,http://galeria-kaufhof.de/store/,Retail,Germany
Gameforge Productions GmbH - Germany,http://gameforge.de/,Other,Germany
Gameplay Media GmbH - Germany,http://gameplay-media.com/,Other,Germany
Games Passport - France,http://gamespassport.com/,Other,France
Gamestop,http://gamestop.com/,Retail,United States
gamned sas - France,http://gamned.com/,Other,France
Gannett Media Corporation,http://gannettgovernmentmedia.com/,Other,
GAP - United Kingdom,http://gap.com/,Retail,United Kingdom
Garden.com,http://garden.com/,Retail,United States
GCommerce Solutions,http://gcommercesolutions.com/,CPG,United States
Global Digital Markets - United Kingdom,http://gdmdigital.com/en/,Other,United Kingdom
Geary LSF,http://gearylsf.com/,Travel,United States
GE Healthcare,http://gehealthcare.com/,Other,United States
Genentech,http://gene.com/,Other,United States
General Mills - United Kingdom,http://generalmills.co.uk/,CPG,United Kingdom
Genesis Media,http://genesismedia.com/,Other,United States
Deutsche Zentrale f��_r Tourismus e.V.,http://germany.travel/,Travel,Germany
Deutsche Tourismuszentrale - Germany,http://germany.travel/de/,Travel,Germany
Getaround,http://getaround.com/,Travel,
Stern & Schatz GmbH getDigital - Germany,http://getdigital.eu/,Retail,Germany
Get Perception,http://getperception.com/,Other,United States
Gevalia Kaffe,http://gevalia.com/,CPG,United States
GFB & Partner Marketing Services GmbH - Germany,http://gfb-marketing.at/,Other,Germany
Giantnerd,http://giantnerd.com/,Retail,United States
Gibson Guitars,http://gibson.com/,Retail,United States
Gift of Hope,http://giftofhope.org/,Other,United States
gimba brazil,http://gimba.com.br/,Retail,
Giochi24.it - Italy,http://giochi24.it/,Other,Italy
Giorgio Armani Corporation,http://giorgioarmanibeauty-usa.com/,Retail,United States
Glam Media,http://glammedia.com/,Other,United States
Glu Mobile,http://glu.com/,Other,United States
General Motors Corporation,http://gm.com/,Auto,United States
GMAC Mortgage,https://rescapholdings.com/,Financial Services,United States
General Nutrition Centers (GNC),http://gnc.com/,CPG,United States
Go Compare - United Kingdom,http://gocompare.com/,Financial Services,United Kingdom
Goinvo,http://goinvo.com/,Other,
GoKart Labs,http://gokartlabs.com/,Other,United States
Achat OR et Argent - France,http://gold-swiss-service.fr/,Retail,France
Goldbach Interactive AG Konstanz - Germany,http://goldbachinteractive.com/,Other,Germany
Goldbach Interactive Austria GmbH - Austria,http://goldbachinteractive.com/,Other,Austria
Goldbach Interactive AG Duesseldorf - Germany,http://goldbachinteractive.com/,Other,Germany
Golden County Foods,http://goldencountyfoods.com/,CPG,United States
Golden Living,http://goldenliving.com/,Other,United States
Goldgas - Germany,http://goldgas.de/,Other,Germany
Goldline Intl,http://goldline.com/,,United States
Goldman Sachs,http://goldmansachs.com/,Financial Services,United States
GoldSpot Media,http://goldspotmedia.com/,Other,United States
The Evangelical Lutheran Good Samaritan Society,http://good-sam.com/,Other,United States
Good Samaritan Hospital & Health Center,http://goodsamdayton.org/,Other,United States
GoodTwo.com,http://goodtwo.com/,Other,United States
The Goodyear Tire & Rubber Company,http://goodyear.com/,Auto,United States
Dunlop - Germany,http://dunlop.eu/,Auto,Germany
Google - Germany,http://google.de/,Other,Germany
Gorjana & Griffin,http://gorjana-griffin.com/,Retail,United States
Gossip Bingo - United Kingdom,http://gossipbingo.com/,Other,United Kingdom
GourmetAds,http://gourmetads.com/,CPG,Australia
GourmetGiftBaskets.com,http://gourmetgiftbaskets.com/,Retail,United States
Gourmondo GmbH-Germany,http://gourmondo.de/,CPG,Germany
Power Audio Video Group,http://gpgav.com/,Other,Canada
Grab Media,http://grab-media.com/,Retail,United Kingdom
Grab LLC,http://grab.com/,Other,United States
Graham Advertising,http://grahamadv.com/,Auto,United States
Grape Digital - United Kingdom,http://krowdlondon.com/,Other,United Kingdom
Grapeshot - United Kingdom,http://grapeshot.co.uk/,Other,United Kingdom
Great Clips Hair Salon,http://greatclips.com/,Other,United States
Greenlight Energy,http://greenlightenergy.us/,Retail,United States
Greenpeace - Spain,http://greenpeace.org/espana/es/,Other,Spain
Greentube AG - Austria,http://greentube.com/,Other,Austria
Grey Stripe,http://greystripe.com/,Other,United States
Grizzard,http://grizzard.com/,Financial Services,United States
Grohe AG - Germany,http://grohe.com/,Other,Germany
GroupM GmbH Duesseldorf - Germany,http://groupm.com/,Financial Services,Germany
GroupM - Romania,http://groupm.com/romania/,Other,Romania
Groupon Mobile,http://groupon.com/,Retail,United States
Groupon - Germany,http://groupon.de/,Other,Germany
Grupo ABC,http://grupoabc.com/,Other,Brazil
Grupo Cortefiel Spain,http://grupocortefiel.com/,Other,Spain
GRUPO SEGUR - Spain,http://gruposegur.com/,Retail,Spain
GRUPPO PAM S.p.A. - Italy,http://gruppopam.it/,Retail,Italy
Glaxosmithkline,http://gsk.com/,Other,Ireland
GlaxoSmithKline - United Kingdom,http://gsk.com/,Other,United Kingdom
Guillemot International,http://guillemot.com/,Retail,United States
Guitar Center,http://guitarcenter.com/,Retail,United States
Gumtree - United Kingdom,http://gumtree.com/,Other,United Kingdom
Gupta Media,http://guptamedia.com/,Other,United States
Gurwitch Products,http://gurwitchproducts.com/,CPG,United States
Gymboree,http://gymboree.com/,Retail,United States
Gyro - United Kingdom,http://gyro.com/,Other,United Kingdom
H-ZWO Agentur f��_r Kommunikation GmbH - Germany,http://h-zwo.com/,Other,Germany
Haas-Fertigbau - Germany,http://haas-fertigbau.de/,Other,Germany
Haines & Co,http://hainesmc.co.uk/,Financial Services,United States
Halifax - United Kingdom,http://halifax.co.uk/,Financial Services,United Kingdom
Halliburton,http://halliburton.com/,Other,United States
Hannoversche Lebensversicherung AG - Germany,http://hannoversche.de/,Financial Services,Germany
Happymaids Reinigungsservice e.K. - Germany,http://happymaids.de/,Other,Germany
HappyView - France,http://happyview.fr/,Retail,France
Harren Media,http://harrenmedia.com/,Other,Argentina
Hasbro - Germany,http://hasbro.de/,Other,Germany
Haselwood Auto Group,http://haselwood.com/,Auto,United States
HAVAS,http://havas.com/,Other,United States
Havas Media - United Kingdom,http://havasmedia.co.uk/,Other,United Kingdom
HAVAS Digital - Boston,http://havasmedia.com/,Other,United States
Havas Media Contacts - Boston,http://havasmedia.com/,Other,United States
Havas People - United Kingdom,http://havaspeople.com/,Financial Services,United Kingdom
Euro RSCG Worldwide - NYC,http://havasworldwide.com/,Other,United States
Haymarket Business Media,http://haymarket.com/,Other,United Kingdom
P& G head and shoulders (pdo) - Germany,http://headandshoulders.com/,CPG,Germany
Catholic Healthcare Partners,http://health-partners.org/,Other,United States
Lexington Health Care Center,http://lexingtonhealthrehab.com/center/,Other,United States
Sanitas - Spain,http://sanitas.es/,Financial Services,Spain
Hearst,http://hearst.com/,Other,United States
American Heart Association,http://heart.org/,Other,United States
Hearts on Fire Diamonds,http://heartsonfire.com/,Retail,United States
Heineken Italia S.p.a - Italy,http://heineken.com/,Other,Italy
H.J. Heinz Company,http://heinz.com/,CPG,United States
HEKS Swiss Interchurch Aid - Swizerland,http://heks.ch/en/,Other,Switzerland
Helen Thompson Media,http://helentmedia.com/,Other,United States
Hello Direct,http://hellodirect.com/,Retail,United States
Hello Media S.L - Spain,http://hellomedia.com/,Other,Spain
Hellonomad,http://hellonomad.com/,Retail,
Tierney Communications,http://hellotierney.com/,Other,United States
HELLWEG.de - Germany,http://hellweg.de/,Retail,Germany
Helzberg Diamonds,http://helzberg.com/,Retail,United States
Henkel - Germany,http://henkel.com/,Other,Germany
Henry Ford Health System,http://henryford.com/,Other,United States
Herbapol,http://herbapol.com.pl/,CPG,Poland
Herman Miller Inc.,http://hermanmiller.com/,CPG,United States
Hertz Autovermietung GmbH - Germany,http://hertz.de/,Travel,Germany
HGTV,http://hgtv.com/,Other,United States
Hill Holliday - NYC,http://hhcc.com/,Other,United States
Hiebing,http://hiebing.com/,Other,United States
Hifi-Forum - Germany,http://hifi-forum.de/,Retail,Germany
HIFX - United Kingdom,http://hifx.co.uk/,Financial Services,United Kingdom
HL - United Kingdom,http://hl.co.uk/,Financial Services,United Kingdom
hmmh multimediahaus AG - Germany,http://hmmh.de/,Other,Germany
Holiday Inn,http://holidayinn.com/��_/,Travel,United States
Holland America Line,http://hollandamerica.com/,Travel,United States
Holland and America - United Kingdom,http://hollandamerica.com/,Travel,United Kingdom
HOLY FAMILY UNIVERSITY,http://holyfamily.edu/,Other,United States
Shiseido - Germany,http://home-shiseido.de/,Retail,Germany
Shiseido - PL,http://home-shiseido.pl/,Retail,Poland
Home Instead Inc.,http://homeinstead.com/pages/,Retail,United States
Home Retail Group PLC - United Kingdom,http://homeretailgroup.com/,Retail,United Kingdom
Hooked Media Group,http://hookedmediagroup.com/,Other,United States
Horizon Hobby,http://horizonhobby.com/,Retail,United States
Horyzon M?dia-France,http://horyzon-media.com/,Other,France
Horyzon Media - Spain,http://horyzon-media.com/,Other,Spain
Hostelworld.com - India,http://hostelworld.com/,Travel,India
HostGator,http://hostgator.com/,Other,United States
Hot Chalk,http://hotchalk.com/,Other,United States
hoteis mabu - bRAZIL,http://hoteismabu.com.br/,Travel,
HOTELES ELBA SPAIN,http://hoteleselba.com/es/,Travel,Spain
Hotel Bergwelt,http://hotelbergwelt.com/,Travel,Austria
Hotelbox.cc - Austria,http://hotelbox.cc/,Travel,Austria
Hot Topic,http://hottopic.com/,Retail,United States
deals.com - United Kingdom,http://hotukdeals.com/,Other,United Kingdom
Helen of Troy,http://hotus.com/,Retail,United States
House of Fraser - United Kingdom,http://houseoffraser.co.uk/,Retail,United Kingdom
Half Price Books,http://hpb.com/,Retail,United States
U.S Military,http://usmilitary.com/,Other,
HSBC Card and Retail Services,http://hsbc.co.th/,Financial Services,United States
HSE24 - Germany,http://hse24.de/,Retail,Germany
HTC Corporation,http://htc.com/,Retail,United States
HTC Droid,http://htc.com/us/smartphones/droid-dna-by-htc/,Other,
HubSpot,http://hubspot.com/,Other,United States
Humanscale,http://humanscale.com/,Retail,United States
ePetWorld GmbH - Germany,http://hundeland.de/,CPG,Germany
Hunter Douglas,http://hunterdouglas.com/,Retail,United States
Hunter Fans,http://hunterfan.com/,Retail,United States
Hurra Communications GmbH - Germany,http://hurra.com/,Other,Germany
Hawaii Visitors and Convention Bureau,http://hvcb.org/,Travel,United States
hy connect,http://hyc.com/,Other,United States
Hygenic Corporation,http://hygeniccorp.com/,Other,United States
HVB - Germany,http://hypovereinsbank.de/,Financial Services,Germany
hyunday-Belgium,http://hyundai.be/,Auto,Belgium
Hyundai Motor Europe GmbH - Germany,http://hyundai.de/,Auto,Germany
Hyundai - Spain,http://hyundai.es/,Auto,Spain
iahorro - Spain,http://iahorro.com/,Financial Services,Spain
Iberostar - Spain,http://iberostar.com/,Travel,Spain
IBM Deutschland GmbH - Germany,http://ibm.com/de/entwicklung/,Other,Germany
iCarros Brazil - Itau Group,http://icarros.com.br/,Auto,
ica - italy,http://institute-culinary.it/,Other,Italy
